user_id,communityId,community_size
105604742,5545,24442
1206885618,5545,24442
2863229966,5545,24442
945094776,5545,24442
915137490,5545,24442
242618658,5545,24442
32564172,5545,24442
86268263,5545,24442
16301468,5545,24442
316635261,5545,24442
208083510,5545,24442
884202938,5545,24442
1578462980,5545,24442
84890669,5545,24442
278854090,5545,24442
2811712112,5545,24442
2835900834,5545,24442
2510012744,5545,24442
3177170473,5545,24442
3029029887,5545,24442
351709930,5545,24442
2707272972,5545,24442
52399952,5545,24442
2353067796,5545,24442
477532742,5545,24442
2770234174,5545,24442
3308703357,5545,24442
1370971824,5545,24442
3160936144,5545,24442
3173123557,5545,24442
3204284681,5545,24442
2725366949,5545,24442
2825283453,5545,24442
2597948622,5545,24442
3199300589,5545,24442
66227698,5545,24442
27901877,5545,24442
39750215,5545,24442
723484982,5545,24442
192959969,5545,24442
240658286,5545,24442
305463035,5545,24442
352532987,5545,24442
25021862,5545,24442
1830395868,5545,24442
341682889,5545,24442
3243696499,5545,24442
187059363,5545,24442
1016153754,5545,24442
2465032116,5545,24442
2928886383,5545,24442
143959827,5545,24442
509457316,5545,24442
254693577,5545,24442
170531283,5545,24442
263148378,5545,24442
42300589,5545,24442
2683217480,5545,24442
3173924588,5545,24442
991981465,5545,24442
546835944,5545,24442
370931800,5545,24442
307608499,5545,24442
76299131,5545,24442
89919823,5545,24442
52989817,5545,24442
355885814,5545,24442
193868021,5545,24442
55747678,5545,24442
1004419465,5545,24442
2151795488,5545,24442
2791684907,5545,24442
2553275328,5545,24442
296804641,5545,24442
54014477,5545,24442
482042755,5545,24442
23072998,5545,24442
16377693,5545,24442
353950165,5545,24442
32774767,5545,24442
2347924479,5545,24442
1650899384,5545,24442
1699561074,5545,24442
175954528,5545,24442
171737535,5545,24442
1418775942,5545,24442
594221885,5545,24442
429483809,5545,24442
168313934,5545,24442
861271248,5545,24442
1236214549,5545,24442
856969513,5545,24442
3137798293,5545,24442
1426077541,5545,24442
114673562,5545,24442
537962476,5545,24442
1716790891,5545,24442
229443890,5545,24442
3073238333,5545,24442
567455591,5545,24442
3248815287,5545,24442
2504793736,5545,24442
36491363,5545,24442
380674633,5545,24442
435402446,5545,24442
222804467,5545,24442
138830485,5545,24442
305706904,5545,24442
2449898581,5545,24442
3037068313,5545,24442
2345515098,5545,24442
341227896,5545,24442
275840252,5545,24442
53949049,5545,24442
335662508,5545,24442
2230533374,5545,24442
48089281,5545,24442
64315534,5545,24442
335674328,5545,24442
2878003683,5545,24442
72899061,5545,24442
243346963,5545,24442
324079641,5545,24442
878803255,5545,24442
54895315,5545,24442
1915723021,5545,24442
234109468,5545,24442
17931424,5545,24442
3118621380,5545,24442
231254456,5545,24442
2729904478,5545,24442
1929884636,5545,24442
16386179,5545,24442
46517086,5545,24442
2877220809,5545,24442
1166629452,5545,24442
334130885,5545,24442
3122401793,5545,24442
21725017,5545,24442
2666273656,5545,24442
401651367,5545,24442
344811563,5545,24442
1849837741,5545,24442
1352986352,5545,24442
24607796,5545,24442
3135825504,5545,24442
333788738,5545,24442
2710340763,5545,24442
25604463,5545,24442
274070745,5545,24442
891588500,5545,24442
913479606,5545,24442
602201097,5545,24442
2199053928,5545,24442
66911145,5545,24442
1723357310,5545,24442
212981900,5545,24442
1623078632,5545,24442
241714271,5545,24442
41905061,5545,24442
358525019,5545,24442
1576184306,5545,24442
2408235834,5545,24442
522842268,5545,24442
283677281,5545,24442
133897477,5545,24442
112510122,5545,24442
496541010,5545,24442
2429313248,5545,24442
877210117,5545,24442
435446879,5545,24442
102803654,5545,24442
310580814,5545,24442
515521581,5545,24442
3240398070,5545,24442
280563557,5545,24442
861993840,5545,24442
28503693,5545,24442
298051689,5545,24442
138835872,5545,24442
412437849,5545,24442
61949468,5545,24442
554630711,5545,24442
2411813857,5545,24442
2988263369,5545,24442
533598487,5545,24442
730794362,5545,24442
238659341,5545,24442
613943745,5545,24442
3322113779,5545,24442
501431275,5545,24442
1909899229,5545,24442
411048291,5545,24442
1638505963,5545,24442
783887263,5545,24442
2887468682,5545,24442
112073681,5545,24442
1942228964,5545,24442
272652866,5545,24442
2850843658,5545,24442
1467546740,5545,24442
462641271,5545,24442
1677060708,5545,24442
405618526,5545,24442
45548860,5545,24442
2525204954,5545,24442
577337789,5545,24442
1078228376,5545,24442
232004927,5545,24442
2547963851,5545,24442
3346524851,5545,24442
2276828315,5545,24442
2540764314,5545,24442
502559275,5545,24442
840740250,5545,24442
2235116414,5545,24442
1483784335,5545,24442
182542970,5545,24442
1350989725,5545,24442
228134082,5545,24442
152824041,5545,24442
986624299,5545,24442
233861094,5545,24442
372924469,5545,24442
249340706,5545,24442
232908872,5545,24442
295296245,5545,24442
2411474370,5545,24442
200514216,5545,24442
2870136338,5545,24442
100294972,5545,24442
217649062,5545,24442
588706340,5545,24442
3252127098,5545,24442
2356732509,5545,24442
80616674,5545,24442
279231304,5545,24442
621620724,5545,24442
415378018,5545,24442
824328062,5545,24442
799653806,5545,24442
18558809,5545,24442
192308563,5545,24442
2412564816,5545,24442
26038491,5545,24442
914172234,5545,24442
365136998,5545,24442
2875994890,5545,24442
43948670,5545,24442
57115089,5545,24442
618738927,5545,24442
570969690,5545,24442
1786566690,5545,24442
261098344,5545,24442
51207002,5545,24442
874763028,5545,24442
251776080,5545,24442
408934861,5545,24442
411902451,5545,24442
366717113,5545,24442
2450548284,5545,24442
1729092451,5545,24442
20198802,5545,24442
309880676,5545,24442
911296592,5545,24442
2886500230,5545,24442
462407508,5545,24442
950830002,5545,24442
419731891,5545,24442
2163610248,5545,24442
20473964,5545,24442
443896512,5545,24442
2361304821,5545,24442
262354239,5545,24442
3019890759,5545,24442
84111298,5545,24442
2993430418,5545,24442
565032824,5545,24442
186506052,5545,24442
3146962011,5545,24442
384293053,5545,24442
3004002340,5545,24442
1400503214,5545,24442
885384266,5545,24442
1149353412,5545,24442
733960316,5545,24442
568178203,5545,24442
102268811,5545,24442
17205449,5545,24442
170310148,5545,24442
78924260,5545,24442
74666666,5545,24442
3234206654,5545,24442
787337426,5545,24442
1368782430,5545,24442
267719395,5545,24442
628038157,5545,24442
2239548626,5545,24442
73858715,5545,24442
2744656211,5545,24442
2752192451,5545,24442
198846767,5545,24442
542918338,5545,24442
2923233890,5545,24442
14086059,5545,24442
34387630,5545,24442
611257784,5545,24442
98534609,5545,24442
316161690,5545,24442
818717916,5545,24442
1126724312,5545,24442
2192297074,5545,24442
124004051,5545,24442
2926422877,5545,24442
2830757589,5545,24442
19450163,5545,24442
1655470728,5545,24442
51272385,5545,24442
21426342,5545,24442
23998456,5545,24442
890236020,5545,24442
485265056,5545,24442
481625290,5545,24442
1241821206,5545,24442
2614101470,5545,24442
469485578,5545,24442
21965432,5545,24442
784865526,5545,24442
3045374374,5545,24442
581518524,5545,24442
247432690,5545,24442
2450447114,5545,24442
2894763174,5545,24442
429099002,5545,24442
3195958794,5545,24442
33409429,5545,24442
1442567156,5545,24442
2996161222,5545,24442
938674796,5545,24442
933524557,5545,24442
27897429,5545,24442
539217213,5545,24442
383225803,5545,24442
883520581,5545,24442
578283125,5545,24442
799259894,5545,24442
2573946780,5545,24442
519145452,5545,24442
21434211,5545,24442
247124972,5545,24442
19492233,5545,24442
2201702179,5545,24442
19938133,5545,24442
1381035156,5545,24442
2899753775,5545,24442
2821285640,5545,24442
264265349,5545,24442
2992868235,5545,24442
902420149,5545,24442
2679464248,5545,24442
279271021,5545,24442
533014463,5545,24442
1118004986,5545,24442
526609761,5545,24442
510120656,5545,24442
2819481453,5545,24442
532462063,5545,24442
2272847424,5545,24442
2710402579,5545,24442
38415895,5545,24442
1015788055,5545,24442
2834665841,5545,24442
494562710,5545,24442
391320667,5545,24442
732980827,5545,24442
2972740387,5545,24442
1508089381,5545,24442
30557353,5545,24442
461561291,5545,24442
2951607400,5545,24442
478007109,5545,24442
2432437890,5545,24442
2163955110,5545,24442
95530817,5545,24442
318671346,5545,24442
1004387720,5545,24442
2210042401,5545,24442
1272256760,5545,24442
749753893,5545,24442
28605897,5545,24442
811514036,5545,24442
3244139010,5545,24442
49031595,5545,24442
2563621526,5545,24442
2713438150,5545,24442
53249230,5545,24442
2922575937,5545,24442
3350397005,5545,24442
1516063496,5545,24442
2873161901,5545,24442
1566816938,5545,24442
2169913687,5545,24442
50681065,5545,24442
472589320,5545,24442
495388226,5545,24442
291438038,5545,24442
2683052194,5545,24442
972865794,5545,24442
19286059,5545,24442
116949923,5545,24442
737294036,5545,24442
708376206,5545,24442
493759176,5545,24442
38566396,5545,24442
2532015221,5545,24442
3035033042,5545,24442
2850722943,5545,24442
2463856100,5545,24442
109945090,5545,24442
3229717401,5545,24442
104297073,5545,24442
2816344304,5545,24442
2923315967,5545,24442
3011130316,5545,24442
172970851,5545,24442
1075681177,5545,24442
2755643359,5545,24442
21485025,5545,24442
2669181342,5545,24442
1053000366,5545,24442
714947334,5545,24442
541956698,5545,24442
2211027127,5545,24442
514566407,5545,24442
1913022824,5545,24442
930245052,5545,24442
1683908431,5545,24442
407294573,5545,24442
14464961,5545,24442
286479483,5545,24442
432650929,5545,24442
3003765995,5545,24442
2883535527,5545,24442
718319754,5545,24442
217301202,5545,24442
2550575082,5545,24442
2749486029,5545,24442
205050419,5545,24442
2159779477,5545,24442
33410754,5545,24442
141945863,5545,24442
24737098,5545,24442
1452192300,5545,24442
31435069,5545,24442
525927245,5545,24442
448590097,5545,24442
17101183,5545,24442
353937327,5545,24442
976224446,5545,24442
800445865,5545,24442
26388848,5545,24442
942773174,5545,24442
29570350,5545,24442
453205202,5545,24442
3032229944,5545,24442
26777799,5545,24442
1685967536,5545,24442
2720901920,5545,24442
1144593456,5545,24442
195511567,5545,24442
55586905,5545,24442
295925235,5545,24442
3181426371,5545,24442
827891118,5545,24442
1084729243,5545,24442
359928092,5545,24442
74247792,5545,24442
14548505,5545,24442
29531485,5545,24442
36682899,5545,24442
49721208,5545,24442
583122991,5545,24442
529591144,5545,24442
26470418,5545,24442
2804044016,5545,24442
18284893,5545,24442
3194863430,5545,24442
54391097,5545,24442
1723229653,5545,24442
2716100047,5545,24442
456775778,5545,24442
1944440994,5545,24442
2906382661,5545,24442
30877153,5545,24442
37410763,5545,24442
3043094219,5545,24442
2992624003,5545,24442
24086385,5545,24442
29110336,5545,24442
3111993791,5545,24442
585370431,5545,24442
594793018,5545,24442
3077310295,5545,24442
2174781979,5545,24442
90190851,5545,24442
758020214,5545,24442
531897219,5545,24442
26121933,5545,24442
2404860895,5545,24442
64065410,5545,24442
69384446,5545,24442
1404014400,5545,24442
2429988093,5545,24442
753498337,5545,24442
2459871223,5545,24442
43978369,5545,24442
3305091125,5545,24442
1666504591,5545,24442
2854416799,5545,24442
485310129,5545,24442
583792055,5545,24442
2964254992,5545,24442
323223149,5545,24442
247615853,5545,24442
388217751,5545,24442
3178613522,5545,24442
1014248527,5545,24442
813307975,5545,24442
32871616,5545,24442
774825306,5545,24442
2471573202,5545,24442
253773734,5545,24442
874740812,5545,24442
1258161890,5545,24442
618172850,5545,24442
350018443,5545,24442
18531825,5545,24442
396917296,5545,24442
462326338,5545,24442
935457662,5545,24442
717348535,5545,24442
416586428,5545,24442
216172986,5545,24442
308464109,5545,24442
37650763,5545,24442
1011588685,5545,24442
363761111,5545,24442
153175419,5545,24442
2942723847,5545,24442
211990186,5545,24442
2794085125,5545,24442
2324538421,5545,24442
53058728,5545,24442
1066204172,5545,24442
97722125,5545,24442
889848176,5545,24442
476190715,5545,24442
193744506,5545,24442
30974710,5545,24442
539160364,5545,24442
750087510,5545,24442
2364026722,5545,24442
535675339,5545,24442
73174692,5545,24442
355281733,5545,24442
30492475,5545,24442
889980282,5545,24442
576485602,5545,24442
52182397,5545,24442
30117361,5545,24442
549600704,5545,24442
2576439539,5545,24442
49606484,5545,24442
50679073,5545,24442
1311194118,5545,24442
69437658,5545,24442
376514554,5545,24442
63970397,5545,24442
921376165,5545,24442
27377157,5545,24442
2272092822,5545,24442
83587516,5545,24442
1465857446,5545,24442
35246388,5545,24442
322868425,5545,24442
2265392563,5545,24442
20511649,5545,24442
1181842302,5545,24442
2322854090,5545,24442
1059980485,5545,24442
2868052798,5545,24442
15393823,5545,24442
22270993,5545,24442
49013218,5545,24442
535114284,5545,24442
1635748015,5545,24442
3081921375,5545,24442
914780798,5545,24442
160281073,5545,24442
883485416,5545,24442
2991909932,5545,24442
42912666,5545,24442
18739458,5545,24442
39060649,5545,24442
29644724,5545,24442
292519466,5545,24442
8524102,5545,24442
877645976,5545,24442
824249443,5545,24442
22873505,5545,24442
36662023,5545,24442
149491758,5545,24442
357650733,5545,24442
319094052,5545,24442
310884882,5545,24442
763683606,5545,24442
23150206,5545,24442
2936329068,5545,24442
2615797262,5545,24442
51541149,5545,24442
455996058,5545,24442
29066807,5545,24442
19637012,5545,24442
405383139,5545,24442
17756112,5545,24442
2430307909,5545,24442
566539833,5545,24442
15387187,5545,24442
134976956,5545,24442
161379571,5545,24442
2828245246,5545,24442
315469915,5545,24442
2721975409,5545,24442
46007759,5545,24442
2836349620,5545,24442
1355247529,5545,24442
43737335,5545,24442
2261405917,5545,24442
24296565,5545,24442
802659122,5545,24442
2732076406,5545,24442
218170218,5545,24442
241187076,5545,24442
1520868290,5545,24442
60933564,5545,24442
377749401,5545,24442
1475858893,5545,24442
1075507027,5545,24442
238726677,5545,24442
835897219,5545,24442
328094399,5545,24442
256050222,5545,24442
375381746,5545,24442
199382335,5545,24442
2746715058,5545,24442
467221718,5545,24442
53698155,5545,24442
205853979,5545,24442
1489407936,5545,24442
88550860,5545,24442
3028986579,5545,24442
18447233,5545,24442
106601769,5545,24442
30447465,5545,24442
480706635,5545,24442
1720739605,5545,24442
185065687,5545,24442
2892852362,5545,24442
1147323110,5545,24442
2497564429,5545,24442
2907330785,5545,24442
236920552,5545,24442
1419210638,5545,24442
2303180100,5545,24442
621212631,5545,24442
1694600448,5545,24442
57785129,5545,24442
246179810,5545,24442
2428390265,5545,24442
160405041,5545,24442
2530793158,5545,24442
2263494200,5545,24442
32964917,5545,24442
2763882690,5545,24442
566593632,5545,24442
197434794,5545,24442
84135023,5545,24442
17272445,5545,24442
110567206,5545,24442
142150016,5545,24442
531620458,5545,24442
19920619,5545,24442
554402680,5545,24442
36046325,5545,24442
1616425044,5545,24442
146566275,5545,24442
730216224,5545,24442
914235865,5545,24442
194619305,5545,24442
2814416554,5545,24442
466910067,5545,24442
23841163,5545,24442
17566621,5545,24442
45920157,5545,24442
299046498,5545,24442
1581948024,5545,24442
1941001104,5545,24442
1032665540,5545,24442
1535146375,5545,24442
78086044,5545,24442
59819458,5545,24442
518172292,5545,24442
317240857,5545,24442
259969620,5545,24442
449430615,5545,24442
898332606,5545,24442
822740402,5545,24442
803552875,5545,24442
878719854,5545,24442
2996533537,5545,24442
813442106,5545,24442
76855943,5545,24442
2437501976,5545,24442
41421230,5545,24442
37949601,5545,24442
2902040006,5545,24442
19315260,5545,24442
48961660,5545,24442
747005034,5545,24442
16479143,5545,24442
391763203,5545,24442
16481904,5545,24442
285758683,5545,24442
889720717,5545,24442
1907943324,5545,24442
371464860,5545,24442
1112691919,5545,24442
2471135371,5545,24442
61374952,5545,24442
534572665,5545,24442
127693283,5545,24442
1710987800,5545,24442
1135993442,5545,24442
2163103399,5545,24442
865321086,5545,24442
375669510,5545,24442
2737495703,5545,24442
37545858,5545,24442
1077671984,5545,24442
619503108,5545,24442
23037924,5545,24442
928092260,5545,24442
218082596,5545,24442
248839551,5545,24442
58781507,5545,24442
109991420,5545,24442
66054233,5545,24442
1493843796,5545,24442
19492240,5545,24442
1952965146,5545,24442
